City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR),random_date
Riyadh,East,Al-Quds,apartment,225,1,1,2,Yes,6,Yes,Sale,923172.5,2023-04-14
Riyadh,Central,Al-Wurud,apartment,98,4,3,4,Yes,9,Yes,Sale,145463.81,2021-05-12
Riyadh,Central,Al-Jaradiyah,apartment,205,2,1,3,Yes,7,Yes,Sale,338548.54,2022-03-13
Riyadh,South,Al-Marwah,apartment,281,4,1,3,No,9,Yes,Sale,331724.67,2022-04-24
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,146,3,2,1,Yes,10,No,Sale,1165469.04,2021-01-27
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,237,4,1,4,Yes,4,No,Sale,750167.85,2021-01-31
Riyadh,East,Al-Ruwad,apartment,241,4,2,5,Yes,10,No,Sale,862015.53,2024-10-15
Riyadh,East,Al-Shuhada,apartment,280,1,1,1,Yes,6,No,Sale,1221337.77,2024-08-19
Riyadh,South,Al-Khalidiyah,apartment,260,3,3,4,No,5,No,Sale,259150.41,2021-06-20
Riyadh,West,Tuwaiq,apartment,119,2,2,2,Yes,8,Yes,Sale,461738.22,2020-08-13
Riyadh,North,Al-Yasmeen,apartment,246,4,4,5,No,8,No,Sale,2812490.12,2022-04-21
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,192,2,4,2,No,7,Yes,Sale,2145822.23,2024-02-17
Riyadh,South,Al-Shifa,apartment,232,1,3,4,No,8,Yes,Sale,239689.8,2023-08-05
Riyadh,South,Al-Aziziyah,apartment,206,1,2,1,Yes,2,No,Sale,233933.28,2022-10-13
Riyadh,Central,Al-Maather,apartment,89,2,2,3,Yes,7,No,Sale,124849.3,2022-03-30
Riyadh,Central,Al-Wurud,apartment,205,3,1,4,Yes,2,Yes,Sale,342357.37,2020-07-16
Riyadh,North,Al-Rabi,apartment,152,2,1,3,Yes,6,No,Sale,1493924.82,2020-07-11
Riyadh,Central,Al-Batha,apartment,281,2,4,2,No,2,No,Sale,391450.11,2020-05-14
Riyadh,West,Sultanah,apartment,281,1,4,2,No,4,No,Sale,1079996.72,2021-03-07
Riyadh,South,Al-Dar Al-Baida,apartment,262,1,2,5,No,1,No,Sale,316867.96,2021-08-02
Riyadh,South,Al-Difa,apartment,240,2,2,3,Yes,1,Yes,Sale,348638.14,2020-11-18
Riyadh,East,Granada (Ghernata),apartment,227,3,4,3,Yes,6,No,Sale,1083380.44,2020-03-17
Riyadh,Central,Al-Murqab,apartment,138,2,4,3,Yes,2,Yes,Sale,258189.63,2023-06-18
Riyadh,South,Al-Mansourah,apartment,145,1,4,3,No,10,No,Sale,186092.04,2024-02-19
Riyadh,South,Al-Aziziyah,apartment,245,1,4,4,No,6,Yes,Sale,276686.27,2022-10-20
Riyadh,East,Al-Nahda,apartment,147,4,1,3,Yes,2,Yes,Sale,710567.33,2024-01-08
Riyadh,South,Al-Shaalan,apartment,130,1,2,3,No,6,Yes,Sale,197238.81,2024-02-15
Riyadh,Central,Al-Fakheriyah,apartment,138,2,4,3,No,4,Yes,Sale,167694.65,2023-08-11
Riyadh,North,Al-Aarid,apartment,240,1,1,4,No,10,Yes,Sale,2370032.66,2022-09-10
Riyadh,Central,Al-Fakheriyah,apartment,159,3,1,4,No,1,No,Sale,220618.58,2023-06-04
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,193,3,3,2,Yes,7,Yes,Sale,603820.9,2020-12-17
Riyadh,Central,Al-Maather,apartment,208,3,1,5,No,7,No,Sale,342336.03,2022-12-20
Riyadh,South,Al-Shaalan,apartment,228,3,1,2,No,4,No,Sale,303616.57,2022-08-13
Riyadh,East,Al-Khaleej,apartment,146,1,3,4,Yes,3,Yes,Sale,782082.71,2023-11-18
Riyadh,Central,Al-Maather,apartment,168,2,1,3,Yes,6,Yes,Sale,192495.0,2021-06-17
Riyadh,North,Al-Jameah (University District),apartment,180,2,4,4,No,10,No,Sale,1565260.75,2023-01-08
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,270,2,1,3,No,7,Yes,Sale,898166.97,2020-03-15
Riyadh,South,Al-Fawaz,apartment,110,3,1,2,No,9,No,Sale,134399.52,2021-11-03
Riyadh,South,Al-Shaalan,apartment,239,2,3,4,No,10,Yes,Sale,379437.42,2024-12-09
Riyadh,West,Al-Suwaidi,apartment,174,3,4,1,No,7,Yes,Sale,601133.97,2020-09-27
Riyadh,North,Al-Falah,apartment,109,4,4,3,Yes,8,Yes,Sale,865047.08,2021-03-06
Riyadh,East,Ishbiliyah,apartment,136,4,1,4,No,9,No,Sale,592006.58,2021-03-03
Riyadh,East,Al-Quds,apartment,170,3,1,1,No,6,No,Sale,929163.65,2024-09-20
Riyadh,South,Al-Dar Al-Baida,apartment,234,3,2,5,No,2,No,Sale,195794.9,2021-07-05
Riyadh,Central,Al-Malaz,apartment,159,2,3,2,Yes,7,Yes,Sale,213856.91,2023-07-14
Riyadh,South,Al-Khalidiyah,apartment,234,3,3,3,No,8,No,Sale,203151.75,2020-01-30
Riyadh,East,Al-Yarmouk,apartment,256,2,3,2,No,4,Yes,Sale,1074045.27,2024-03-28
Riyadh,North,Al-Yasmeen,apartment,119,1,3,3,Yes,5,No,Sale,1220207.88,2024-08-04
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,204,3,3,1,Yes,8,Yes,Sale,1868231.92,2020-12-07
Riyadh,Central,Al-Jaradiyah,apartment,211,2,2,3,Yes,2,No,Sale,299612.01,2024-10-16
Riyadh,West,Shubra,apartment,182,1,2,2,Yes,2,No,Sale,679160.89,2023-09-04
Riyadh,South,Al-Marwah,apartment,207,1,2,2,Yes,5,No,Sale,267286.7,2023-02-03
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,172,4,4,2,No,5,Yes,Sale,801262.58,2022-01-28
Riyadh,South,Al-Mansourah,apartment,111,4,1,5,Yes,6,Yes,Sale,166822.25,2024-03-02
Riyadh,South,Al-Dar Al-Baida,apartment,275,4,3,4,Yes,3,Yes,Sale,429485.18,2022-03-21
Riyadh,Central,Al-Murqab,apartment,200,2,3,5,Yes,8,Yes,Sale,384357.73,2021-01-17
Riyadh,South,Badr,apartment,136,2,3,3,Yes,8,No,Sale,140513.5,2022-08-30
Riyadh,Central,Al-Morouj,apartment,187,4,3,4,No,4,Yes,Sale,368076.1,2020-04-25
Riyadh,West,Al-Huda,apartment,136,1,3,4,No,9,Yes,Sale,346880.13,2021-11-08
Riyadh,South,Al-Mansourah,apartment,208,2,1,1,No,8,Yes,Sale,236493.51,2023-01-14
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,266,1,2,4,No,5,Yes,Sale,1152554.78,2024-01-27
Riyadh,North,Al-Aarid,apartment,246,3,4,2,No,7,No,Sale,2407870.49,2021-05-05
Riyadh,South,Al-Khalidiyah,apartment,126,2,3,5,No,8,No,Sale,119719.12,2023-04-25
Riyadh,West,Al-Badiyah,apartment,216,2,1,5,No,10,Yes,Sale,725487.37,2020-09-19
Riyadh,North,Al-Malqa,apartment,270,4,4,1,Yes,10,Yes,Sale,2753627.54,2020-01-30
Riyadh,South,Al-Khalidiyah,apartment,163,4,4,1,No,1,No,Sale,200925.53,2020-06-24
Riyadh,South,Al-Haï¿½ï¿,apartment,169,4,1,2,No,3,Yes,Sale,161405.37,2020-03-31
Riyadh,West,Namar,apartment,152,1,4,4,No,3,Yes,Sale,524371.43,2023-03-12
Riyadh,East,Ishbiliyah,apartment,152,3,3,4,No,10,Yes,Sale,720480.01,2024-05-02
Riyadh,East,Granada (Ghernata),apartment,147,1,2,4,Yes,6,Yes,Sale,456963.21,2021-11-18
Riyadh,South,Al-Mansourah,apartment,195,3,3,4,No,7,Yes,Sale,223232.34,2024-04-15
Riyadh,West,Al-Mousa,apartment,137,1,3,4,No,5,No,Sale,362490.49,2020-11-18
Riyadh,East,Al-Nahda,apartment,228,1,3,1,No,2,No,Sale,716676.47,2021-04-07
Riyadh,West,Dhahret Laban,apartment,96,2,1,1,Yes,9,Yes,Sale,353564.75,2024-12-28
Riyadh,South,Al-Shaalan,apartment,138,3,1,2,Yes,10,Yes,Sale,120592.46,2022-08-22
Riyadh,Central,Al-Dhobat,apartment,129,4,2,1,Yes,10,No,Sale,286594.23,2024-06-17
Riyadh,East,Qurtubah,apartment,157,1,2,4,Yes,9,Yes,Sale,702588.87,2024-08-13
Riyadh,North,Al-Sahafa,apartment,132,1,3,2,Yes,2,Yes,Sale,1178936.08,2024-10-11
Riyadh,South,Al-Difa,apartment,276,2,3,4,Yes,1,No,Sale,369402.22,2021-12-28
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,97,4,1,5,No,9,No,Sale,293257.21,2020-06-01
Riyadh,South,Al-Fawaz,apartment,118,4,2,3,Yes,4,Yes,Sale,125774.78,2022-08-12
Riyadh,West,Shubra,apartment,225,4,3,5,Yes,1,No,Sale,788075.31,2022-04-17
Riyadh,West,Ad-Diriyah,apartment,220,2,3,4,No,8,Yes,Sale,676875.04,2021-11-08
Riyadh,South,Al-Khalidiyah,apartment,213,3,3,5,No,1,No,Sale,312754.46,2022-10-07
Riyadh,East,Al-Jazirah,apartment,136,2,2,4,Yes,7,No,Sale,661736.93,2020-03-17
Riyadh,South,Badr,apartment,264,3,4,1,No,9,Yes,Sale,286078.85,2023-01-04
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,134,1,1,1,No,10,No,Sale,1156479.11,2021-05-04
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,244,4,4,5,No,6,No,Sale,1034055.24,2024-02-28
Riyadh,West,Ad-Diriyah,apartment,232,4,4,2,Yes,4,No,Sale,875283.28,2024-07-11
Riyadh,West,Shubra,apartment,131,1,4,3,Yes,4,No,Sale,512008.39,2022-11-07
Riyadh,West,Dhahret Laban,apartment,136,1,1,1,No,9,No,Sale,487984.17,2020-01-10
Riyadh,Central,Al-Batha,apartment,110,4,2,1,No,9,No,Sale,114413.37,2021-04-30
Riyadh,East,Qurtubah,apartment,199,1,1,5,Yes,10,No,Sale,706558.9,2021-08-19
Riyadh,Central,Al-Dhobat,apartment,191,3,2,3,No,3,Yes,Sale,228935.51,2021-07-28
Riyadh,East,Al-Shuhada,apartment,170,1,1,4,Yes,4,No,Sale,654142.3,2023-05-13
Riyadh,South,Al-Shaalan,apartment,206,2,4,5,No,8,No,Sale,320319.69,2023-05-26
Riyadh,West,Al-Oraija,apartment,104,4,2,3,Yes,2,No,Sale,398001.96,2023-07-11
Riyadh,North,Al-Maseef,apartment,269,2,2,5,Yes,1,Yes,Sale,2317402.46,2021-12-18
Riyadh,Central,Al-Fakheriyah,apartment,224,3,1,5,No,3,No,Sale,276014.16,2022-06-18
Riyadh,South,Al-Marwah,apartment,197,3,2,2,No,7,No,Sale,270683.27,2024-08-19
Riyadh,East,Al-Rayan,apartment,234,4,4,2,No,10,Yes,Sale,1212444.2,2023-07-28
Riyadh,North,Al-Rabi,apartment,260,4,1,5,No,8,No,Sale,2383566.2,2020-08-09
Riyadh,Central,Al-Murqab,apartment,162,3,4,5,Yes,5,Yes,Sale,316658.37,2023-07-01
Riyadh,West,Al-Badiyah,apartment,142,2,4,2,No,2,No,Sale,347898.79,2023-09-20
Riyadh,North,Al-Aqiq,apartment,175,1,4,1,No,2,Yes,Sale,1855191.76,2024-12-14
Riyadh,West,Shubra,apartment,145,4,3,1,Yes,7,Yes,Sale,488960.66,2022-10-09
Riyadh,North,Al-Wadi,apartment,169,2,2,3,Yes,4,No,Sale,1853001.38,2022-05-07
Riyadh,West,Tuwaiq,apartment,162,1,1,4,Yes,9,No,Sale,343482.38,2021-07-09
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,90,1,2,2,No,10,No,Sale,327358.72,2024-02-10
Riyadh,South,Al-Difa,apartment,240,4,1,2,Yes,1,Yes,Sale,313446.45,2023-12-31
Riyadh,South,Al-Dar Al-Baida,apartment,118,2,3,1,Yes,7,Yes,Sale,101839.45,2022-07-17
Riyadh,West,Namar,apartment,139,2,4,2,Yes,9,No,Sale,403446.73,2023-01-19
Riyadh,Central,Al-Dhobat,apartment,99,4,3,3,No,6,Yes,Sale,144495.62,2024-10-28
Riyadh,North,Al-Malqa,apartment,113,3,2,2,Yes,1,Yes,Sale,1259673.46,2020-02-10
Riyadh,East,Al-Quds,apartment,128,2,4,5,No,8,Yes,Sale,472825.82,2023-07-03
Riyadh,East,Al-Khaleej,apartment,174,4,4,5,Yes,3,Yes,Sale,783431.32,2020-04-04
Riyadh,South,Al-Shifa,apartment,123,4,2,3,No,9,Yes,Sale,133252.93,2021-02-25
Riyadh,Central,Al-Yamamah,apartment,243,1,2,4,Yes,5,No,Sale,436615.31,2020-04-27
Riyadh,South,Al-Marwah,apartment,165,3,2,2,No,1,Yes,Sale,187566.01,2021-05-24
Riyadh,East,Al-Quds,apartment,280,2,1,5,Yes,2,Yes,Sale,1419317.08,2021-02-06
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,143,3,4,1,Yes,8,Yes,Sale,433806.56,2024-04-27
Riyadh,East,Al-Khaleej,apartment,135,2,4,4,Yes,3,No,Sale,606400.2,2024-10-02
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,96,4,4,5,No,6,Yes,Sale,438313.14,2020-10-05
Riyadh,South,Al-Marwah,apartment,253,1,4,1,Yes,6,No,Sale,246429.79,2020-07-26
Riyadh,North,Al-Maseef,apartment,169,4,1,4,No,1,Yes,Sale,1434664.41,2020-11-29
Riyadh,East,Al-Quds,apartment,132,3,4,4,No,5,No,Sale,637453.42,2022-05-15
Riyadh,Central,Al-Olaya,apartment,117,1,1,5,Yes,2,Yes,Sale,180204.02,2022-10-19
Riyadh,North,Hittin,apartment,197,3,4,4,Yes,2,No,Sale,2330656.0,2024-10-21
Riyadh,South,Al-Difa,apartment,256,2,3,2,No,1,Yes,Sale,406837.45,2023-01-11
Riyadh,Central,Al-Murqab,apartment,186,2,4,1,No,6,Yes,Sale,285599.46,2020-09-11
Riyadh,North,Al-Nakheel,apartment,234,2,3,4,No,2,Yes,Sale,2813584.34,2024-04-30
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,219,4,1,4,Yes,8,Yes,Sale,811807.5,2021-04-06
Riyadh,North,Al-Rabi,apartment,157,2,3,5,No,6,Yes,Sale,1503378.12,2020-11-13
Riyadh,Central,Al-Batha,apartment,100,2,1,2,No,6,No,Sale,137330.65,2022-02-03
Riyadh,Central,Al-Murabba,apartment,172,4,1,2,No,9,Yes,Sale,261276.58,2024-11-25
Riyadh,North,Hittin,apartment,146,4,3,4,Yes,2,Yes,Sale,1544815.42,2020-01-08
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,150,2,3,1,No,10,Yes,Sale,599686.99,2022-07-23
Riyadh,North,Al-Izdihar,apartment,96,4,2,4,No,2,Yes,Sale,885905.7,2023-08-21
Riyadh,North,Al-Aarid,apartment,218,1,1,3,Yes,9,No,Sale,2744101.83,2024-10-13
Riyadh,Central,Al-Dhobat,apartment,152,4,4,4,No,1,No,Sale,289621.58,2022-07-18
Riyadh,South,Al-Shifa,apartment,219,2,4,4,No,6,Yes,Sale,235539.54,2024-01-28
Riyadh,Central,Al-Dhobat,apartment,178,2,4,5,Yes,3,No,Sale,282457.96,2023-10-06
Riyadh,South,Al-Marwah,apartment,146,1,4,1,No,5,Yes,Sale,153506.83,2024-09-08
Riyadh,Central,Al-Murabba,apartment,227,3,2,1,Yes,6,No,Sale,495682.6,2024-07-26
Riyadh,West,Tuwaiq,apartment,244,3,4,3,Yes,6,No,Sale,1069698.18,2024-08-23
Riyadh,South,Al-Shaalan,apartment,229,1,3,3,No,7,Yes,Sale,239015.8,2021-10-14
Riyadh,Central,Al-Dhobat,apartment,114,4,1,4,No,1,Yes,Sale,142150.34,2021-11-02
Riyadh,South,Al-Khalidiyah,apartment,172,4,4,4,No,1,No,Sale,230347.68,2022-03-05
Riyadh,Central,Al-Yamamah,apartment,279,1,1,2,Yes,5,No,Sale,289392.97,2020-01-15
Riyadh,South,Al-Shaalan,apartment,272,3,3,1,Yes,1,No,Sale,324352.61,2024-07-16
Riyadh,Central,Al-Batha,apartment,154,3,2,4,No,7,No,Sale,267742.02,2024-03-25
Riyadh,South,Al-Dar Al-Baida,apartment,101,2,3,5,Yes,4,Yes,Sale,138695.19,2023-04-11
Riyadh,Central,Al-Batha,apartment,130,2,4,5,No,2,No,Sale,162083.73,2022-01-25
Riyadh,East,Al-Khaleej,apartment,211,3,2,1,No,1,Yes,Sale,863185.4,2024-01-02
Riyadh,Central,Al-Murqab,apartment,103,4,2,2,Yes,4,Yes,Sale,181501.11,2020-09-22
Riyadh,East,Qurtubah,apartment,263,3,4,1,Yes,1,No,Sale,1097587.43,2023-10-08
Riyadh,East,Al-Quds,apartment,95,4,1,5,Yes,8,Yes,Sale,473985.39,2020-08-31
Riyadh,South,Al-Fawaz,apartment,246,3,1,4,Yes,2,No,Sale,266210.47,2020-11-16
Riyadh,North,Al-Malqa,apartment,178,4,2,2,Yes,4,No,Sale,1943769.91,2021-12-27
Riyadh,South,Al-Shaalan,apartment,113,2,1,2,No,2,No,Sale,108974.45,2020-08-31
Riyadh,East,Al-Khaleej,apartment,90,2,2,3,Yes,5,No,Sale,365461.53,2021-05-29
Riyadh,East,Al-Rimal,apartment,197,1,2,2,Yes,2,No,Sale,819881.92,2021-10-13
Riyadh,South,Badr,apartment,184,2,2,3,No,1,Yes,Sale,298307.49,2024-01-10
Riyadh,Central,Al-Malaz,apartment,245,3,1,4,Yes,7,No,Sale,479294.66,2021-03-24
Riyadh,Central,Al-Wurud,apartment,116,4,4,2,No,8,Yes,Sale,223853.42,2022-03-03
Riyadh,Central,Al-Murqab,apartment,192,4,1,2,No,5,No,Sale,222163.0,2021-10-06
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,202,1,1,1,Yes,3,No,Sale,427263.55,2021-12-31
Riyadh,West,Ad-Diriyah,apartment,198,1,4,3,No,9,No,Sale,521145.87,2021-08-16
Riyadh,Central,Al-Murqab,apartment,125,3,3,3,Yes,7,Yes,Sale,199397.93,2024-11-08
Riyadh,West,Ad-Diriyah,apartment,129,3,2,5,No,10,Yes,Sale,442832.94,2023-10-30
Riyadh,South,Badr,apartment,113,3,2,1,Yes,8,No,Sale,103789.37,2021-03-19
Riyadh,West,Al-Huda,apartment,230,2,3,1,No,10,Yes,Sale,671651.09,2021-04-14
Riyadh,South,Al-Fawaz,apartment,173,2,4,4,Yes,4,No,Sale,205757.22,2022-05-30
Riyadh,North,Al-Malqa,apartment,161,4,2,3,No,4,No,Sale,1946764.9,2022-03-10
Riyadh,West,Al-Suwaidi,apartment,232,1,2,4,No,9,No,Sale,573492.7,2020-05-29
Riyadh,Central,Al-Dhobat,apartment,104,3,1,3,Yes,6,No,Sale,151865.43,2024-07-14
Riyadh,Central,Al-Malaz,apartment,204,1,2,5,Yes,4,Yes,Sale,301943.21,2021-01-27
Riyadh,North,Al-Falah,apartment,161,4,3,5,No,9,Yes,Sale,1779828.85,2024-11-01
Riyadh,South,Al-Dar Al-Baida,apartment,231,1,2,1,No,7,Yes,Sale,338514.81,2021-12-04
Riyadh,East,Al-Nahda,apartment,118,3,2,3,No,7,Yes,Sale,575521.64,2024-03-16
Riyadh,East,Al-Manar,apartment,212,2,4,2,Yes,10,Yes,Sale,1172511.13,2024-04-20
Riyadh,East,Al-Khaleej,apartment,273,1,4,2,No,10,No,Sale,884975.63,2020-12-19
Riyadh,North,Al-Yasmeen,apartment,91,2,1,1,No,4,No,Sale,1169734.76,2024-07-24
Riyadh,West,Dhahret Laban,apartment,260,4,3,4,Yes,3,Yes,Sale,1057748.85,2022-05-04
Riyadh,West,Sultanah,apartment,260,3,4,3,No,8,Yes,Sale,573651.11,2020-10-23
Riyadh,Central,Al-Sulaimaniya,apartment,240,4,3,4,Yes,7,No,Sale,462366.82,2024-04-05
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,259,3,3,1,No,6,No,Sale,681459.52,2022-05-15
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,162,1,3,4,No,10,Yes,Sale,1382814.51,2022-01-29
Riyadh,Central,Al-Maather,apartment,239,3,3,4,No,9,Yes,Sale,261528.41,2021-09-05
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,129,4,2,5,No,2,No,Sale,394363.34,2020-04-12
Riyadh,North,Al-Rabi,apartment,277,1,2,4,No,9,Yes,Sale,2005440.6,2021-03-31
Riyadh,Central,Al-Murabba,apartment,186,1,3,1,Yes,9,No,Sale,249951.66,2020-08-15
Riyadh,North,Al-Falah,apartment,199,1,2,1,Yes,2,Yes,Sale,2085626.36,2020-11-19
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,182,1,4,1,No,3,Yes,Sale,618547.31,2020-09-02
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,191,1,2,3,Yes,3,Yes,Sale,633870.34,2020-07-14
Riyadh,East,Al-Quds,apartment,164,3,3,3,Yes,9,No,Sale,843381.53,2024-01-20
Riyadh,Central,Al-Sulaimaniya,apartment,217,3,1,5,Yes,9,No,Sale,431613.43,2020-03-28
Riyadh,East,Al-Hamra,apartment,134,3,2,5,No,5,No,Sale,626340.42,2023-10-16
Riyadh,South,Al-Mansourah,apartment,127,2,4,3,Yes,4,No,Sale,184828.15,2023-06-10
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,98,2,3,3,Yes,1,No,Sale,277515.0,2023-06-15
Riyadh,North,Al-Aarid,apartment,158,2,3,3,Yes,5,Yes,Sale,1689114.95,2023-05-11
Riyadh,North,Al-Nakheel,apartment,123,3,1,5,Yes,1,No,Sale,997811.19,2024-07-21
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,259,3,2,1,Yes,5,No,Sale,682004.48,2021-03-09
Riyadh,East,Al-Ruwad,apartment,117,3,1,5,Yes,8,No,Sale,569633.21,2021-08-26
Riyadh,Central,Al-Fakheriyah,apartment,129,2,2,3,No,6,Yes,Sale,289600.77,2024-11-17
Riyadh,East,Al-Quds,apartment,202,2,4,2,No,9,No,Sale,902783.83,2020-06-22
Riyadh,Central,Al-Yamamah,apartment,148,4,2,4,Yes,7,Yes,Sale,311030.96,2024-02-18
Riyadh,East,Al-Munsiyah,apartment,160,2,3,3,Yes,7,Yes,Sale,641967.61,2024-03-23
Riyadh,Central,Al-Jaradiyah,apartment,267,3,3,3,Yes,2,Yes,Sale,330379.3,2021-08-05
Riyadh,South,Al-Shifa,apartment,214,1,3,5,No,9,No,Sale,245100.46,2021-02-28
Riyadh,West,Al-Huda,apartment,154,1,3,2,No,6,Yes,Sale,436195.91,2020-03-10
Riyadh,North,Al-Aarid,apartment,207,1,3,5,No,6,Yes,Sale,2121578.73,2021-10-13
Riyadh,South,Al-Dar Al-Baida,apartment,196,4,4,2,Yes,1,Yes,Sale,211743.18,2020-01-30
Riyadh,West,Al-Badiyah,apartment,175,2,3,5,Yes,3,Yes,Sale,497563.19,2020-07-01
Riyadh,South,Al-Khalidiyah,apartment,147,1,3,4,Yes,2,No,Sale,157439.05,2022-11-15
Riyadh,Central,Al-Sulaimaniya,apartment,208,2,1,5,No,3,No,Sale,280945.79,2023-11-07
Riyadh,Central,Al-Fakheriyah,apartment,198,2,1,3,Yes,9,Yes,Sale,262798.4,2023-08-21
Riyadh,East,Granada (Ghernata),apartment,122,1,2,1,Yes,3,No,Sale,495932.15,2022-09-27
Riyadh,West,Sultanah,apartment,222,3,3,4,No,10,No,Sale,756298.17,2024-04-15
Riyadh,East,Al-Khaleej,apartment,248,4,3,3,Yes,9,Yes,Sale,1309236.79,2024-10-16
Riyadh,Central,Al-Wurud,apartment,284,3,3,1,No,9,Yes,Sale,354594.24,2023-01-16
Riyadh,West,Al-Badiyah,apartment,201,2,4,1,No,6,Yes,Sale,654076.99,2024-07-15
Riyadh,North,Al-Wadi,apartment,178,2,3,1,No,9,Yes,Sale,2135806.96,2022-11-04
Riyadh,East,Qurtubah,apartment,91,3,3,4,Yes,10,Yes,Sale,369281.16,2020-07-24
Riyadh,Central,Al-Malaz,apartment,254,4,1,4,Yes,6,No,Sale,368370.73,2021-06-18
Riyadh,East,Al-Sulay,apartment,255,3,2,2,Yes,10,Yes,Sale,795117.43,2021-02-17
Riyadh,Central,Al-Maather,apartment,209,4,1,5,Yes,4,No,Sale,386646.62,2021-02-20
Riyadh,South,Al-Khalidiyah,apartment,139,2,4,2,Yes,6,Yes,Sale,171534.4,2020-12-03
Riyadh,Central,Al-Yamamah,apartment,268,3,3,5,No,4,No,Sale,578426.12,2023-01-22
Riyadh,Central,Al-Sulaimaniya,apartment,170,2,2,2,No,5,No,Sale,193828.73,2023-09-25
Riyadh,East,Al-Quds,apartment,145,3,4,2,No,2,Yes,Sale,487683.21,2021-11-25
Riyadh,East,Granada (Ghernata),apartment,220,2,4,2,No,2,No,Sale,873794.85,2023-12-27
Riyadh,South,Al-Difa,apartment,224,1,1,2,Yes,2,No,Sale,230852.81,2023-01-28
Riyadh,East,Al-Jazirah,apartment,91,2,1,1,Yes,9,No,Sale,456818.89,2022-08-29
Riyadh,East,Al-Yarmouk,apartment,277,4,4,1,Yes,7,No,Sale,961153.85,2022-05-26
Riyadh,East,Al-Quds,apartment,182,2,3,2,Yes,8,Yes,Sale,677005.89,2020-01-29
Riyadh,North,Al-Nada,apartment,101,2,2,5,Yes,10,Yes,Sale,820017.06,2023-09-25
Riyadh,South,Badr,apartment,137,4,3,5,Yes,7,No,Sale,207175.02,2024-11-15
Riyadh,South,Al-Dar Al-Baida,apartment,111,2,4,2,No,6,Yes,Sale,134185.6,2021-09-24
Riyadh,East,Al-Khaleej,apartment,117,3,4,1,Yes,1,Yes,Sale,440774.9,2022-07-14
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,177,4,4,5,No,6,No,Sale,2283717.44,2023-04-02
Riyadh,West,Al-Suwaidi,apartment,234,4,1,1,No,2,Yes,Sale,532005.46,2020-06-16
Riyadh,South,Al-Khalidiyah,apartment,135,3,3,4,Yes,2,No,Sale,168644.67,2022-05-09
Riyadh,North,Hittin,apartment,94,2,2,1,No,8,Yes,Sale,750793.42,2022-12-04
Riyadh,South,Al-Dar Al-Baida,apartment,269,3,4,5,Yes,5,No,Sale,297532.63,2021-06-15
Riyadh,West,Al-Badiyah,apartment,129,2,1,1,Yes,4,Yes,Sale,568481.95,2024-08-22
Riyadh,South,Al-Haï¿½ï¿,apartment,195,1,4,2,No,10,Yes,Sale,307123.76,2024-09-18
Riyadh,East,Al-Rimal,apartment,264,2,3,2,Yes,6,Yes,Sale,1288353.1,2022-03-31
Riyadh,Central,Al-Olaya,apartment,249,4,1,1,Yes,8,Yes,Sale,356789.8,2023-04-16
Riyadh,West,Al-Suwaidi,apartment,156,3,1,1,No,2,Yes,Sale,398170.26,2020-07-01
Riyadh,Central,Al-Sulaimaniya,apartment,175,2,1,4,Yes,2,No,Sale,322118.41,2020-03-03
Riyadh,North,Al-Qirawan,apartment,182,3,4,3,Yes,9,Yes,Sale,1389562.29,2021-05-12
Riyadh,West,Shubra,apartment,190,4,2,3,Yes,10,No,Sale,675480.26,2023-03-16
Riyadh,East,Al-Rayan,apartment,225,3,3,3,Yes,1,Yes,Sale,972612.93,2022-04-07
